100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
20.5,28.6,25.10,1.642,53.0
21.0,28.6,25.10,1.619,52.2
21.5,28.5,25.10,1.597,51.5
22.0,28.5,25.10,1.574,50.8
22.5,28.4,25.10,1.551,50.0
23.0,28.4,25.10,1.529,49.3
23.5,28.3,25.10,1.519,49.0
24.0,28.3,25.10,1.519,49.0

"空调: AC_M_010 (medium), 额定功率: 3.62kW, 温度范围: [21.4, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.69,0.000,0.0
1.0,27.5,23.87,0.000,0.0
1.5,27.5,24.03,0.000,0.0
2.0,27.5,24.19,0.000,0.0
2.5,27.5,24.34,0.000,0.0
3.0,27.4,24.48,0.000,0.0
3.5,27.4,24.62,0.000,0.0
4.0,27.4,24.75,0.000,0.0
4.5,27.4,24.87,0.000,0.0
5.0,27.4,24.98,0.000,0.0
5.5,27.6,25.11,0.000,0.0
6.0,27.9,25.24,0.000,0.0
6.5,28.2,25.37,0.000,0.0
7.0,28.5,25.52,0.000,0.0
7.5,28.8,25.67,0.000,0.0
8.0,29.1,25.80,0.325,9.0
8.5,29.4,25.80,2.408,66.5
9.0,29.7,25.80,2.618,72.3
9.5,30.0,25.80,2.829,78.1
10.0,30.3,25.80,3.039,84.0
10.5,30.6,25.80,3.249,89.8
11.0,30.9,25.80,3.460,95.6
11.5,30.7,25.80,3.330,92.0
12.0,30.5,25.80,3.199,88.4
12.5,30.3,25.80,3.069,84.8
13.0,30.1,25.80,2.939,81.2
13.5,30.0,25.80,2.809,77.6
14.0,29.8,25.80,2.678,74.0
14.5,29.5,25.80,2.506,69.2
15.0,29.2,25.80,2.333,64.4
15.5,29.0,25.80,2.160,59.7
16.0,28.7,25.80,1.987,54.9
16.5,28.5,25.80,1.814,50.1
17.0,28.2,25.80,1.642,45.3
17.5,28.3,25.80,1.690,46.7
18.0,28.4,25.80,1.738,48.0
18.5,28.4,25.80,1.786,49.3
19.0,28.5,25.80,1.834,50.7
19.5,28.6,25.80,1.883,52.0
20.0,28.7,25.80,1.931,53.3
20.5,28.6,25.80,1.898,52.4
21.0,28.6,25.80,1.866,51.5
21.5,28.5,25.80,1.833,50.6
22.0,28.5,25.80,1.801,49.7
22.5,28.4,25.80,1.768,48.8
23.0,28.4,25.80,1.736,47.9
23.5,28.3,25.80,1.720,47.5
24.0,28.3,25.80,1.720,47.5

"空调: AC_M_013 (medium), 额定功率: 4.66kW, 温度范围: [21.1, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.68,0.000,0.0
1.0,27.5,23.86,0.000,0.0
1.5,27.5,24.02,0.000,0.0
2.0,27.5,24.18,0.000,0.0
2.5,27.5,24.32,0.000,0.0
3.0,27.4,24.46,0.000,0.0
3.5,27.4,24.60,0.000,0.0
4.0,27.4,24.72,0.000,0.0
4.5,27.4,24.84,0.000,0.0
5.0,27.4,24.96,0.000,0.0
5.5,27.6,25.00,1.319,28.3
6.0,27.9,25.00,2.235,48.0
6.5,28.2,25.00,2.449,52.6
7.0,28.5,25.00,2.664,57.2
7.5,28.8,25.00,2.878,61.8
8.0,29.1,25.00,3.092,66.4
8.5,29.4,25.00,3.329,71.4
9.0,29.7,25.00,3.567,76.5
9.5,30.0,25.00,3.804,81.6
10.0,30.3,25.00,4.042,86.7
10.5,30.6,25.00,4.279,91.8
11.0,30.9,25.00,4.517,96.9
11.5,30.7,25.00,4.370,93.8
12.0,30.5,25.00,4.223,90.6
12.5,30.3,25.00,4.076,87.5
13.0,30.1,25.00,3.929,84.3
13.5,30.0,25.00,3.782,81.2
14.0,29.8,25.00,3.635,78.0
14.5,29.5,25.00,3.440,73.8
15.0,29.2,25.00,3.245,69.6
15.5,29.0,25.00,3.050,65.4
16.0,28.7,25.00,2.854,61.3
16.5,28.5,25.00,2.659,57.1
17.0,28.2,25.00,2.464,52.9
17.5,28.3,25.00,2.519,54.0
18.0,28.4,25.00,2.573,55.2
18.5,28.4,25.00,2.627,56.4
19.0,28.5,25.00,2.682,57.6
19.5,28.6,25.00,2.736,58.7
20.0,28.7,25.00,2.791,59.9
20.5,28.6,25.00,2.754,59.1
21.0,28.6,25.00,2.717,58.3
21.5,28.5,25.00,2.681,57.5
22.0,28.5,25.00,2.644,56.7
22.5,28.4,25.00,2.607,55.9
23.0,28.4,25.00,2.570,55.2
23.5,28.3,25.00,2.553,54.8
24.0,28.3,25.00,2.553,54.8

"空调: AC_M_027 (medium), 额定功率: 4.59kW, 温度范围: [21.3, 25.9]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.99,0.000,0.0
1.5,27.5,24.21,0.000,0.0
2.0,27.5,24.41,0.000,0.0
2.5,27.5,24.60,0.000,0.0
3.0,27.4,24.77,0.000,0.0
3.5,27.4,24.94,0.000,0.0
4.0,27.4,25.09,0.000,0.0
4.5,27.4,25.23,0.000,0.0
5.0,27.4,25.37,0.000,0.0
5.5,27.6,25.51,0.000,0.0
6.0,27.9,25.66,0.000,0.0
6.5,28.2,25.82,0.000,0.0
7.0,28.5,25.90,1.095,23.9
7.5,28.8,25.90,2.395,52.2
8.0,29.1,25.90,2.629,57.3
8.5,29.4,25.90,2.889,62.9
9.0,29.7,25.90,3.149,68.6
9.5,30.0,25.90,3.408,74.3
10.0,30.3,25.90,3.668,79.9
10.5,30.6,25.90,3.928,85.6
11.0,30.9,25.90,4.187,91.2
11.5,30.7,25.90,4.027,87.7
12.0,30.5,25.90,3.866,84.2
12.5,30.3,25.90,3.705,80.7
13.0,30.1,25.90,3.544,77.2
13.5,30.0,25.90,3.384,73.7
14.0,29.8,25.90,3.223,70.2
14.5,29.5,25.90,3.010,65.6
15.0,29.2,25.90,2.796,60.9
15.5,29.0,25.90,2.583,56.3
16.0,28.7,25.90,2.370,51.6
16.5,28.5,25.90,2.156,47.0
17.0,28.2,25.90,1.943,42.3
17.5,28.3,25.90,2.002,43.6
18.0,28.4,25.90,2.062,44.9
18.5,28.4,25.90,2.122,46.2
19.0,28.5,25.90,2.181,47.5
19.5,28.6,25.90,2.241,48.8
20.0,28.7,25.90,2.300,50.1
20.5,28.6,25.90,2.260,49.2
21.0,28.6,25.90,2.220,48.4
21.5,28.5,25.90,2.179,47.5
22.0,28.5,25.90,2.139,46.6
22.5,28.4,25.90,2.099,45.7
23.0,28.4,25.90,2.059,44.9
23.5,28.3,25.90,2.040,44.5
24.0,28.3,25.90,2.040,44.5

"空调: AC_S_031 (small), 额定功率: 3.13kW, 温度范围: [20.9, 25.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.80,0.000,0.0
1.0,27.5,24.07,0.000,0.0
1.5,27.5,24.32,0.000,0.0
2.0,27.5,24.55,0.000,0.0
2.5,27.5,24.76,0.000,0.0
3.0,27.4,24.95,0.000,0.0
3.5,27.4,25.13,0.000,0.0
4.0,27.4,25.30,0.000,0.0
4.5,27.4,25.45,0.000,0.0
5.0,27.4,25.59,0.000,0.0
5.5,27.6,25.70,0.270,8.6
6.0,27.9,25.70,1.098,35.1
6.5,28.2,25.70,1.236,39.5
7.0,28.5,25.70,1.374,43.9
7.5,28.8,25.70,1.513,48.3
8.0,29.1,25.70,1.651,52.7
8.5,29.4,25.70,1.804,57.6
9.0,29.7,25.70,1.957,62.5
9.5,30.0,25.70,2.111,67.4
10.0,30.3,25.70,2.264,72.3
10.5,30.6,25.70,2.417,77.2
11.0,30.9,25.70,2.571,82.1
11.5,30.7,25.70,2.476,79.1
12.0,30.5,25.70,2.381,76.1
12.5,30.3,25.70,2.286,73.0
13.0,30.1,25.70,2.191,70.0
13.5,30.0,25.70,2.096,67.0
14.0,29.8,25.70,2.001,63.9
14.5,29.5,25.70,1.875,59.9
15.0,29.2,25.70,1.749,55.9
15.5,29.0,25.70,1.623,51.9
16.0,28.7,25.70,1.498,47.8
16.5,28.5,25.70,1.372,43.8
17.0,28.2,25.70,1.246,39.8
17.5,28.3,25.70,1.281,40.9
18.0,28.4,25.70,1.316,42.0
18.5,28.4,25.70,1.351,43.2
19.0,28.5,25.70,1.386,44.3
19.5,28.6,25.70,1.421,45.4
20.0,28.7,25.70,1.456,46.5
20.5,28.6,25.70,1.433,45.8
21.0,28.6,25.70,1.409,45.0
21.5,28.5,25.70,1.385,44.3
22.0,28.5,25.70,1.362,43.5
22.5,28.4,25.70,1.338,42.7
23.0,28.4,25.70,1.314,42.0
23.5,28.3,25.70,1.303,41.6
24.0,28.3,25.70,1.303,41.6

"空调: AC_S_058 (small), 额定功率: 3.46kW, 温度范围: [21.7, 24.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.78,0.000,0.0
1.0,27.5,24.04,0.000,0.0
1.5,27.5,24.27,0.000,0.0
2.0,27.5,24.49,0.000,0.0
2.5,27.5,24.60,0.786,22.7
3.0,27.4,24.60,1.577,45.6
3.5,27.4,24.60,1.567,45.3
4.0,27.4,24.60,1.557,45.0
4.5,27.4,24.60,1.548,44.7
5.0,27.4,24.60,1.538,44.4
5.5,27.6,24.60,1.694,49.0
6.0,27.9,24.60,1.850,53.5
6.5,28.2,24.60,2.006,58.0
7.0,28.5,24.60,2.161,62.5
7.5,28.8,24.60,2.317,67.0
8.0,29.1,24.60,2.473,71.5
8.5,29.4,24.60,2.646,76.5
9.0,29.7,24.60,2.819,81.5
9.5,30.0,24.60,2.992,86.5
10.0,30.3,24.60,3.165,91.5
10.5,30.6,24.59,3.393,98.1
11.0,30.9,24.60,3.460,100.0
11.5,30.7,24.60,3.404,98.4
12.0,30.5,24.60,3.297,95.3
12.5,30.3,24.60,3.190,92.2
13.0,30.1,24.60,3.083,89.1
13.5,30.0,24.60,2.976,86.0
14.0,29.8,24.60,2.869,82.9
14.5,29.5,24.60,2.727,78.8
15.0,29.2,24.60,2.585,74.7
15.5,29.0,24.60,2.442,70.6
16.0,28.7,24.60,2.300,66.5
16.5,28.5,24.60,2.158,62.4
17.0,28.2,24.60,2.016,58.3
17.5,28.3,24.60,2.056,59.4
18.0,28.4,24.60,2.096,60.6
18.5,28.4,24.60,2.135,61.7
19.0,28.5,24.60,2.175,62.9
19.5,28.6,24.60,2.214,64.0
20.0,28.7,24.60,2.254,65.1
20.5,28.6,24.60,2.227,64.4
21.0,28.6,24.60,2.201,63.6
21.5,28.5,24.60,2.174,62.8
22.0,28.5,24.60,2.147,62.1
22.5,28.4,24.60,2.120,61.3
23.0,28.4,24.60,2.094,60.5
23.5,28.3,24.60,2.081,60.2
24.0,28.3,24.60,2.081,60.2

"空调: AC_M_003 (medium), 额定功率: 3.98kW, 温度范围: [20.9, 25.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.73,0.000,0.0
1.0,27.5,23.95,0.000,0.0
1.5,27.5,24.16,0.000,0.0
2.0,27.5,24.35,0.000,0.0
2.5,27.5,24.52,0.000,0.0
3.0,27.4,24.69,0.000,0.0
3.5,27.4,24.85,0.000,0.0
4.0,27.4,24.99,0.000,0.0
4.5,27.4,25.13,0.000,0.0
5.0,27.4,25.26,0.000,0.0
5.5,27.6,25.40,0.000,0.0
6.0,27.9,25.54,0.000,0.0
6.5,28.2,25.60,1.258,31.6
7.0,28.5,25.60,2.224,55.9
7.5,28.8,25.60,2.440,61.3
8.0,29.1,25.60,2.656,66.7
8.5,29.4,25.60,2.895,72.7
9.0,29.7,25.60,3.135,78.8
9.5,30.0,25.60,3.374,84.8
10.0,30.3,25.60,3.614,90.8
10.5,30.6,25.59,3.973,99.8
11.0,30.9,25.60,3.980,100.0
11.5,30.7,25.60,3.945,99.1
12.0,30.5,25.60,3.796,95.4
12.5,30.3,25.60,3.648,91.7
13.0,30.1,25.60,3.500,87.9
13.5,30.0,25.60,3.352,84.2
14.0,29.8,25.60,3.203,80.5
14.5,29.5,25.60,3.007,75.5
15.0,29.2,25.60,2.810,70.6
15.5,29.0,25.60,2.613,65.7
16.0,28.7,25.60,2.416,60.7
16.5,28.5,25.60,2.220,55.8
17.0,28.2,25.60,2.023,50.8
17.5,28.3,25.60,2.078,52.2
18.0,28.4,25.60,2.133,53.6
18.5,28.4,25.60,2.188,55.0
19.0,28.5,25.60,2.242,56.3
19.5,28.6,25.60,2.297,57.7
20.0,28.7,25.60,2.352,59.1
20.5,28.6,25.60,2.315,58.2
21.0,28.6,25.60,2.278,57.2
21.5,28.5,25.60,2.241,56.3
22.0,28.5,25.60,2.204,55.4
22.5,28.4,25.60,2.167,54.4
23.0,28.4,25.60,2.130,53.5
23.5,28.3,25.60,2.113,53.1
24.0,28.3,25.60,2.113,53.1

"空调: AC_S_018 (small), 额定功率: 3.26kW, 温度范围: [21.5, 24.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.79,0.000,0.0
1.0,27.5,24.06,0.000,0.0
1.5,27.5,24.31,0.000,0.0
2.0,27.5,24.53,0.000,0.0
2.5,27.5,24.60,1.026,31.5
3.0,27.4,24.60,1.458,44.7
3.5,27.4,24.60,1.449,44.4
4.0,27.4,24.60,1.440,44.2
4.5,27.4,24.60,1.431,43.9
5.0,27.4,24.60,1.422,43.6
5.5,27.6,24.60,1.566,48.0
6.0,27.9,24.60,1.710,52.5
6.5,28.2,24.60,1.854,56.9
7.0,28.5,24.60,1.998,61.3
7.5,28.8,24.60,2.143,65.7
8.0,29.1,24.60,2.287,70.1
8.5,29.4,24.60,2.447,75.1
9.0,29.7,24.60,2.607,80.0
9.5,30.0,24.60,2.766,84.9
10.0,30.3,24.60,2.926,89.8
10.5,30.6,24.60,3.086,94.7
11.0,30.9,24.60,3.246,99.6
11.5,30.7,24.60,3.147,96.5
12.0,30.5,24.60,3.048,93.5
12.5,30.3,24.60,2.949,90.5
13.0,30.1,24.60,2.850,87.4
13.5,30.0,24.60,2.751,84.4
14.0,29.8,24.60,2.652,81.4
14.5,29.5,24.60,2.521,77.3
15.0,29.2,24.60,2.390,73.3
15.5,29.0,24.60,2.258,69.3
16.0,28.7,24.60,2.127,65.2
16.5,28.5,24.60,1.996,61.2
17.0,28.2,24.60,1.864,57.2
17.5,28.3,24.60,1.901,58.3
18.0,28.4,24.60,1.938,59.4
18.5,28.4,24.60,1.974,60.6
19.0,28.5,24.60,2.011,61.7
19.5,28.6,24.60,2.047,62.8
20.0,28.7,24.60,2.084,63.9
20.5,28.6,24.60,2.059,63.2
21.0,28.6,24.60,2.035,62.4
21.5,28.5,24.60,2.010,61.7
22.0,28.5,24.60,1.985,60.9
22.5,28.4,24.60,1.960,60.1
23.0,28.4,24.60,1.936,59.4
23.5,28.3,24.60,1.924,59.0
24.0,28.3,24.60,1.924,59.0

"空调: AC_S_006 (small), 额定功率: 3.49kW, 温度范围: [20.7, 25.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.77,0.000,0.0
1.0,27.5,24.01,0.000,0.0
1.5,27.5,24.24,0.000,0.0
2.0,27.5,24.46,0.000,0.0
2.5,27.5,24.65,0.000,0.0
3.0,27.4,24.83,0.000,0.0
3.5,27.4,25.00,0.000,0.0
4.0,27.4,25.16,0.000,0.0
4.5,27.4,25.31,0.000,0.0
5.0,27.4,25.44,0.000,0.0
5.5,27.6,25.59,0.000,0.0
6.0,27.9,25.60,0.960,27.5
6.5,28.2,25.60,1.175,33.7
7.0,28.5,25.60,1.301,37.3
7.5,28.8,25.60,1.427,40.9
8.0,29.1,25.60,1.554,44.5
8.5,29.4,25.60,1.694,48.5
9.0,29.7,25.60,1.834,52.6
9.5,30.0,25.60,1.974,56.6
10.0,30.3,25.60,2.114,60.6
10.5,30.6,25.60,2.254,64.6
11.0,30.9,25.60,2.394,68.6
11.5,30.7,25.60,2.308,66.1
12.0,30.5,25.60,2.221,63.6
12.5,30.3,25.60,2.134,61.2
13.0,30.1,25.60,2.048,58.7
13.5,30.0,25.60,1.961,56.2
14.0,29.8,25.60,1.874,53.7
14.5,29.5,25.60,1.759,50.4
15.0,29.2,25.60,1.644,47.1
15.5,29.0,25.60,1.529,43.8
16.0,28.7,25.60,1.414,40.5
16.5,28.5,25.60,1.299,37.2
17.0,28.2,25.60,1.183,33.9
17.5,28.3,25.60,1.216,34.8
18.0,28.4,25.60,1.248,35.8
18.5,28.4,25.60,1.280,36.7
19.0,28.5,25.60,1.312,37.6
19.5,28.6,25.60,1.344,38.5
20.0,28.7,25.60,1.376,39.4
20.5,28.6,25.60,1.354,38.8
21.0,28.6,25.60,1.333,38.2
21.5,28.5,25.60,1.311,37.6
22.0,28.5,25.60,1.289,36.9
22.5,28.4,25.60,1.268,36.3
23.0,28.4,25.60,1.246,35.7
23.5,28.3,25.60,1.236,35.4
24.0,28.3,25.60,1.236,35.4

"空调: AC_S_009 (small), 额定功率: 3.27kW, 温度范围: [20.8, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.19,0.000,0.0
2.0,27.5,24.39,0.000,0.0
2.5,27.5,24.58,0.000,0.0
3.0,27.4,24.75,0.000,0.0
3.5,27.4,24.80,0.870,26.6
4.0,27.4,24.80,1.207,36.9
4.5,27.4,24.80,1.199,36.7
5.0,27.4,24.80,1.191,36.4
5.5,27.6,24.80,1.321,40.4
6.0,27.9,24.80,1.451,44.4
6.5,28.2,24.80,1.582,48.4
7.0,28.5,24.80,1.712,52.3
7.5,28.8,24.80,1.842,56.3
8.0,29.1,24.80,1.972,60.3
8.5,29.4,24.80,2.116,64.7
9.0,29.7,24.80,2.261,69.1
9.5,30.0,24.80,2.405,73.6
10.0,30.3,24.80,2.549,78.0
10.5,30.6,24.80,2.694,82.4
11.0,30.9,24.80,2.838,86.8
11.5,30.7,24.80,2.749,84.1
12.0,30.5,24.80,2.659,81.3
12.5,30.3,24.80,2.570,78.6
13.0,30.1,24.80,2.481,75.9
13.5,30.0,24.80,2.391,73.1
14.0,29.8,24.80,2.302,70.4
14.5,29.5,24.80,2.183,66.8
15.0,29.2,24.80,2.065,63.1
15.5,29.0,24.80,1.946,59.5
16.0,28.7,24.80,1.828,55.9
16.5,28.5,24.80,1.709,52.3
17.0,28.2,24.80,1.591,48.6
17.5,28.3,24.80,1.624,49.7
18.0,28.4,24.80,1.657,50.7
18.5,28.4,24.80,1.690,51.7
19.0,28.5,24.80,1.723,52.7
19.5,28.6,24.80,1.756,53.7
20.0,28.7,24.80,1.789,54.7
20.5,28.6,24.80,1.767,54.0
21.0,28.6,24.80,1.744,53.3
21.5,28.5,24.80,1.722,52.7
22.0,28.5,24.80,1.700,52.0
22.5,28.4,24.80,1.677,51.3
23.0,28.4,24.80,1.655,50.6
23.5,28.3,24.80,1.645,50.3
24.0,28.3,24.80,1.645,50.3

"空调: AC_M_009 (medium), 额定功率: 4.66kW, 温度范围: [21.2, 24.1]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.77,0.000,0.0
1.5,27.5,23.89,0.000,0.0
2.0,27.5,24.01,0.000,0.0
2.5,27.5,24.10,0.493,10.6
3.0,27.4,24.10,1.998,42.9
3.5,27.4,24.10,1.987,42.6
4.0,27.4,24.10,1.977,42.4
4.5,27.4,24.10,1.966,42.2
5.0,27.4,24.10,1.956,42.0
5.5,27.6,24.10,2.124,45.6
6.0,27.9,24.10,2.292,49.2
6.5,28.2,24.10,2.460,52.8
7.0,28.5,24.10,2.628,56.4
7.5,28.8,24.10,2.796,60.0
8.0,29.1,24.10,2.964,63.6
8.5,29.4,24.10,3.150,67.6
9.0,29.7,24.10,3.336,71.6
9.5,30.0,24.10,3.522,75.6
10.0,30.3,24.10,3.709,79.6
10.5,30.6,24.10,3.895,83.6
11.0,30.9,24.10,4.081,87.6
11.5,30.7,24.10,3.966,85.1
12.0,30.5,24.10,3.850,82.6
12.5,30.3,24.10,3.735,80.2
13.0,30.1,24.10,3.620,77.7
13.5,30.0,24.10,3.505,75.2
14.0,29.8,24.10,3.389,72.7
14.5,29.5,24.10,3.236,69.4
15.0,29.2,24.10,3.083,66.2
15.5,29.0,24.10,2.930,62.9
16.0,28.7,24.10,2.777,59.6
16.5,28.5,24.10,2.624,56.3
17.0,28.2,24.10,2.471,53.0
17.5,28.3,24.10,2.514,53.9
18.0,28.4,24.10,2.557,54.9
18.5,28.4,24.10,2.599,55.8
19.0,28.5,24.10,2.642,56.7
19.5,28.6,24.10,2.685,57.6
20.0,28.7,24.10,2.727,58.5
20.5,28.6,24.10,2.699,57.9
21.0,28.6,24.10,2.670,57.3
21.5,28.5,24.10,2.641,56.7
22.0,28.5,24.10,2.612,56.1
22.5,28.4,24.10,2.583,55.4
23.0,28.4,24.10,2.554,54.8
23.5,28.3,24.10,2.541,54.5
24.0,28.3,24.10,2.541,54.5

"空调: AC_M_023 (medium), 额定功率: 3.59kW, 温度范围: [21.6, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.78,0.000,0.0
1.5,27.5,23.91,0.000,0.0
2.0,27.5,24.04,0.000,0.0
2.5,27.5,24.16,0.000,0.0
3.0,27.4,24.27,0.000,0.0
3.5,27.4,24.38,0.000,0.0
4.0,27.4,24.49,0.000,0.0
4.5,27.4,24.59,0.000,0.0
5.0,27.4,24.69,0.000,0.0
5.5,27.6,24.79,0.000,0.0
6.0,27.9,24.80,1.745,48.6
6.5,28.2,24.80,2.053,57.2
7.0,28.5,24.80,2.222,61.9
7.5,28.8,24.80,2.391,66.6
8.0,29.1,24.80,2.560,71.3
8.5,29.4,24.80,2.747,76.5
9.0,29.7,24.80,2.934,81.7
9.5,30.0,24.80,3.122,87.0
10.0,30.3,24.80,3.313,92.3
10.5,30.6,24.79,3.590,100.0
11.0,30.9,24.80,3.590,100.0
11.5,30.7,24.80,3.568,99.4
12.0,30.5,24.80,3.452,96.2
12.5,30.3,24.80,3.336,92.9
13.0,30.1,24.80,3.220,89.7
13.5,30.0,24.80,3.104,86.5
14.0,29.8,24.80,2.988,83.2
14.5,29.5,24.80,2.834,78.9
15.0,29.2,24.80,2.680,74.7
15.5,29.0,24.80,2.526,70.4
16.0,28.7,24.80,2.372,66.1
16.5,28.5,24.80,2.218,61.8
17.0,28.2,24.80,2.064,57.5
17.5,28.3,24.80,2.107,58.7
18.0,28.4,24.80,2.150,59.9
18.5,28.4,24.80,2.193,61.1
19.0,28.5,24.80,2.236,62.3
19.5,28.6,24.80,2.279,63.5
20.0,28.7,24.80,2.322,64.7
20.5,28.6,24.80,2.293,63.9
21.0,28.6,24.80,2.264,63.1
21.5,28.5,24.80,2.235,62.3
22.0,28.5,24.80,2.206,61.4
22.5,28.4,24.80,2.177,60.6
23.0,28.4,24.80,2.148,59.8
23.5,28.3,24.80,2.135,59.5
24.0,28.3,24.80,2.135,59.5

"空调: AC_S_020 (small), 额定功率: 2.62kW, 温度范围: [22.0, 25.3]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.83,0.000,0.0
1.0,27.5,24.13,0.000,0.0
1.5,27.5,24.40,0.000,0.0
2.0,27.5,24.65,0.000,0.0
2.5,27.5,24.88,0.000,0.0
3.0,27.4,25.08,0.000,0.0
3.5,27.4,25.27,0.000,0.0
4.0,27.4,25.30,0.993,37.9
4.5,27.4,25.30,1.151,43.9
5.0,27.4,25.30,1.141,43.5
5.5,27.6,25.30,1.296,49.5
6.0,27.9,25.30,1.451,55.4
6.5,28.2,25.20,2.261,86.3
7.0,28.5,25.09,2.620,100.0
7.5,28.8,25.00,2.620,100.0
8.0,29.1,24.94,2.620,100.0
8.5,29.4,24.92,2.620,100.0
9.0,29.7,24.92,2.620,100.0
9.5,30.0,24.94,2.620,100.0
10.0,30.3,24.99,2.620,100.0
10.5,30.6,25.06,2.620,100.0
11.0,30.9,25.15,2.620,100.0
11.5,30.7,25.22,2.620,100.0
12.0,30.5,25.26,2.620,100.0
12.5,30.3,25.29,2.620,100.0
13.0,30.1,25.30,2.620,100.0
13.5,30.0,25.30,2.569,98.1
14.0,29.8,25.30,2.463,94.0
14.5,29.5,25.30,2.322,88.6
15.0,29.2,25.30,2.180,83.2
15.5,29.0,25.30,2.039,77.8
16.0,28.7,25.30,1.898,72.5
16.5,28.5,25.30,1.757,67.1
17.0,28.2,25.30,1.616,61.7
17.5,28.3,25.30,1.656,63.2
18.0,28.4,25.30,1.695,64.7
18.5,28.4,25.30,1.734,66.2
19.0,28.5,25.30,1.774,67.7
19.5,28.6,25.30,1.813,69.2
20.0,28.7,25.30,1.852,70.7
20.5,28.6,25.30,1.826,69.7
21.0,28.6,25.30,1.799,68.7
21.5,28.5,25.30,1.773,67.7
22.0,28.5,25.30,1.746,66.6
22.5,28.4,25.30,1.719,65.6
23.0,28.4,25.30,1.693,64.6
23.5,28.3,25.30,1.681,64.1
24.0,28.3,25.30,1.681,64.1

"空调: AC_S_045 (small), 额定功率: 3.47kW, 温度范围: [21.0, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.12,0.000,0.0
2.0,27.5,24.30,0.000,0.0
2.5,27.5,24.47,0.000,0.0
3.0,27.4,24.63,0.000,0.0
3.5,27.4,24.78,0.000,0.0
4.0,27.4,24.92,0.000,0.0
4.5,27.4,25.00,0.472,13.6
5.0,27.4,25.00,1.055,30.4
5.5,27.6,25.00,1.180,34.0
6.0,27.9,25.00,1.306,37.6
6.5,28.2,25.00,1.431,41.2
7.0,28.5,25.00,1.556,44.8
7.5,28.8,25.00,1.681,48.4
8.0,29.1,25.00,1.806,52.0
8.5,29.4,25.00,1.945,56.0
9.0,29.7,25.00,2.083,60.0
9.5,30.0,25.00,2.222,64.0
10.0,30.3,25.00,2.361,68.0
10.5,30.6,25.00,2.500,72.0
11.0,30.9,25.00,2.638,76.0
11.5,30.7,25.00,2.553,73.6
12.0,30.5,25.00,2.467,71.1
12.5,30.3,25.00,2.381,68.6
13.0,30.1,25.00,2.295,66.1
13.5,30.0,25.00,2.209,63.7
14.0,29.8,25.00,2.123,61.2
14.5,29.5,25.00,2.009,57.9
15.0,29.2,25.00,1.895,54.6
15.5,29.0,25.00,1.781,51.3
16.0,28.7,25.00,1.667,48.0
16.5,28.5,25.00,1.553,44.8
17.0,28.2,25.00,1.439,41.5
17.5,28.3,25.00,1.471,42.4
18.0,28.4,25.00,1.503,43.3
18.5,28.4,25.00,1.535,44.2
19.0,28.5,25.00,1.567,45.1
19.5,28.6,25.00,1.598,46.1
20.0,28.7,25.00,1.630,47.0
20.5,28.6,25.00,1.609,46.4
21.0,28.6,25.00,1.587,45.7
21.5,28.5,25.00,1.566,45.1
22.0,28.5,25.00,1.544,44.5
22.5,28.4,25.00,1.523,43.9
23.0,28.4,25.00,1.501,43.3
23.5,28.3,25.00,1.491,43.0
24.0,28.3,25.00,1.491,43.0

"空调: AC_S_049 (small), 额定功率: 3.39kW, 温度范围: [21.7, 25.3]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
